0	9.28019	4.29092
1	4.95488	3.33436
2	3.30325	3.38948
3	7.44316	3.36753
4	10.386	3.25794
5	8.65503	4.12635
6	7.41859	3.94204
7	6.49127	3.64756
8	5.90534	4.21866
9	6.30602	4.41001
10	5.73274	4.24034
11	5.26065	4.70053
12	4.85599	4.83193
13	4.50913	4.59422
14	4.20852	4.62704
15	4.0503	4.96277
16	3.81205	4.95916
17	4.06858	4.90613
18	3.85445	4.75031
19	3.66172	4.95743
20	3.48736	4.97463
21	3.65066	5.44547
22	3.49194	5.50906
23	3.75988	5.44542
24	3.60948	5.29399
25	3.47065	5.58927
26	3.679	5.58727
27	3.98679	5.44893
28	3.88053	5.5917
29	3.75118	5.53776
30	3.88068	5.4597
31	3.97732	5.33611
32	4.6232	5.27734
33	4.48723	5.31163
34	4.81201	5.31777
35	4.93102	5.33824
36	4.79774	5.30198
37	4.67149	5.20542
38	4.55171	5.27314
39	4.71733	5.47478
40	4.60228	5.41547
41	4.82502	5.7298
42	4.78054	5.6361
43	4.68811	5.55521
44	4.58393	5.46547
45	4.48428	5.53764
46	4.40642	5.47776
47	4.56971	5.40114
48	4.80927	5.34341
49	4.71308	5.27765
50	4.62067	5.21072
51	4.54727	5.14077
52	4.4647	5.07403
53	4.38202	5.13292
54	4.30235	5.19409
55	4.24714	5.20123
56	4.17263	5.22494
57	4.19937	5.31298
58	4.32876	5.30194
59	4.30005	5.32336
60	4.52919	5.37401
61	4.87396	5.42709
62	4.96206	5.41451
63	4.8986	5.35659
64	4.82323	5.30343
65	4.75016	5.26478
66	4.95697	5.24857
67	4.98639	5.19338
68	4.98918	5.1612
69	4.9179	5.11884
70	4.92772	5.14334
71	4.85928	5.1494
72	4.80557	5.10214
73	4.74063	5.06752
74	4.67742	5.03059
75	4.61588	5.00132
76	4.55593	4.97629
77	4.49752	5.10858
78	4.4937	5.10388
79	4.43753	5.07044
80	4.38274	5.15324
81	4.38451	5.13947
82	4.33169	5.12775
83	4.32186	5.08721
84	4.46741	5.08841
85	4.53877	5.07244
86	4.73869	5.20831
87	4.70657	5.16934
88	4.65369	5.14817
89	4.60198	5.19643
90	4.64318	5.15913
91	4.59271	5.12192
92	4.6609	5.15176
93	4.69851	5.15421
94	4.64905	5.17665
95	4.60062	5.24292
96	4.55319	5.23285
97	4.50673	5.25365
98	4.46121	5.21604
99	4.56837	5.27127
100	4.6664	5.28569
101	4.62065	5.38585
102	4.57579	5.35353
103	4.56042	5.32472
104	4.693	5.29195
105	4.64872	5.309
106	4.60528	5.2982
107	4.56264	5.32031
108	4.75846	5.28683
109	4.886	5.26011
110	4.84198	5.279
111	4.79875	5.26931
112	4.75628	5.23719
113	4.71456	5.20606
114	4.67357	5.21189
115	4.72023	5.23935
116	4.89268	5.26361
117	4.86411	5.32661
118	4.82323	5.30551
119	4.86399	5.28213
120	4.82379	5.2863
121	4.78425	5.3182
122	4.74536	5.34622
123	4.89976	5.3304
124	4.86056	5.31022
125	4.82198	5.32162
126	4.81058	5.35786
127	4.773	5.34646
128	4.74105	5.33225
129	4.70458	5.31309
130	4.66867	5.28507
131	4.66979	5.26433
132	4.63468	5.23776
133	4.61967	5.22762
134	4.58545	5.20933
135	4.57865	5.20594
136	4.54523	5.24742
137	4.5123	5.27685
138	4.47983	5.33746
139	4.68099	5.34347
140	4.64779	5.36792
141	4.73094	5.35129
142	4.70051	5.32463
143	4.66787	5.30341
144	4.63568	5.28333
145	4.60393	5.26551
146	4.57261	5.27526
147	4.54171	5.25323
148	4.55988	5.27003
149	4.52948	5.24878
150	4.60166	5.23154
151	4.57139	5.25291
152	4.54151	5.24048
153	4.67027	5.22836
154	4.71745	5.22122
155	4.74259	5.27752
156	4.71239	5.35148
157	4.69459	5.34463
158	4.66506	5.3306
159	4.6359	5.30738
160	4.75634	5.32029
161	4.78535	5.30458
162	4.75599	5.30325
163	4.72699	5.28568
164	4.69835	5.26303
165	4.67004	5.2582
166	4.64208	5.26204
167	4.66384	5.25662
168	4.63624	5.29404
169	4.60897	5.30127
170	4.8097	5.35051
171	4.93824	5.37034
172	4.9097	5.39176
173	4.88148	5.37482
174	4.89455	5.36136
175	4.86674	5.34435
176	4.83925	5.34089
177	4.81206	5.37592
178	4.78518	5.41061
179	4.75859	5.39247
180	4.73397	5.37569
181	4.70796	5.36434
182	4.68223	5.3509
183	4.65679	5.38838
