0	100
0.00396825	98.2399
0.00793651	97.6358
0.0119048	98.9093
0.015873	96.9233
0.0198413	96.6458
0.0238095	97.409
0.0277778	99.6021
0.031746	101.532
0.0357143	103.708
0.0396825	102.725
0.0436508	102.816
0.047619	102.764
0.0515873	103.76
0.0555556	104.372
0.0595238	106.208
0.0634921	104.508
0.0674603	104.833
0.0714286	107.129
0.0753968	105.535
0.0793651	106.343
0.0833333	107.948
0.0873016	108.402
0.0912698	108.108
0.0952381	108.464
0.0992063	106.546
0.103175	107.613
0.107143	106.18
0.111111	105.784
0.115079	106.536
0.119048	107.244
0.123016	109.679
0.126984	110.501
0.130952	108.946
0.134921	110.373
0.138889	110.702
0.142857	111.991
0.146825	113.043
0.150794	114.849
0.154762	115.297
0.15873	115.084
0.162698	116.723
0.166667	115.809
0.170635	116.958
0.174603	118.242
0.178571	119.023
0.18254	116.74
0.186508	117.196
0.190476	113.558
0.194444	113.03
0.198413	113.597
0.202381	114.699
0.206349	114.451
0.210317	115.055
0.214286	115.954
0.218254	115.726
0.222222	114.384
0.22619	115.2
0.230159	113.751
0.234127	115.868
0.238095	117.346
0.242063	117.277
0.246032	116.291
0.25	116.356
0.253968	118.443
0.257937	120.917
0.261905	121.892
0.265873	119.997
0.269841	120.534
0.27381	116.84
0.277778	117.299
0.281746	118.105
0.285714	115.923
0.289683	116.039
0.293651	118.063
0.297619	117.81
0.301587	117.392
0.305556	116.818
0.309524	116.353
0.313492	113.869
0.31746	115.646
0.321429	117.229
0.325397	117.629
0.329365	118.351
0.333333	118.862
0.337302	118.539
0.34127	118.447
0.345238	119.353
0.349206	118.322
0.353175	118.272
0.357143	115.444
0.361111	115.607
0.365079	116.64
0.369048	118.757
0.373016	115.724
0.376984	114.183
0.380952	113.866
0.384921	113.828
0.388889	114.111
0.392857	114.124
0.396825	112.109
0.400794	111.26
0.404762	109.478
0.40873	110.547
0.412698	108.135
0.416667	109.179
0.420635	109.808
0.424603	109.377
0.428571	110.52
0.43254	109.651
0.436508	113.001
0.440476	112.961
0.444444	111.953
0.448413	111.952
0.452381	110.178
0.456349	112.161
0.460317	111.536
0.464286	111.095
0.468254	111.346
0.472222	110.564
0.47619	110.416
0.480159	110.532
0.484127	114.144
0.488095	111.172
0.492063	112.768
0.496032	113.758
0.5	113.899
0.503968	115.133
0.507937	117.039
0.511905	115.984
0.515873	116.054
0.519841	114.307
0.52381	114.556
0.527778	116.361
0.531746	115.838
0.535714	112.869
0.539683	111.387
0.543651	110.774
0.547619	112.498
0.551587	111.34
0.555556	111.181
0.559524	111.102
0.563492	112.301
0.56746	108.838
0.571429	107.462
0.575397	107.436
0.579365	109.754
0.583333	109.879
0.587302	110.286
0.59127	108.384
0.595238	109.307
0.599206	106.563
0.603175	108.069
0.607143	108.608
0.611111	110.096
0.615079	109.247
0.619048	110.123
0.623016	110.125
0.626984	109.933
0.630952	108.518
0.634921	110.284
0.638889	110.286
0.642857	111.313
0.646825	111.278
0.650794	111.514
0.654762	111.657
0.65873	111.668
0.662698	110.221
0.666667	109.803
0.670635	108.342
0.674603	107.292
0.678571	105.854
0.68254	105.355
0.686508	105.822
0.690476	105.878
0.694444	105.891
0.698413	106.486
0.702381	104.516
0.706349	103.87
0.710317	104.913
0.714286	106.072
0.718254	107.764
0.722222	106.015
0.72619	105.573
0.730159	105.647
0.734127	105.11
0.738095	104.94
0.742063	106.229
0.746032	106.108
0.75	103.483
0.753968	102.815
0.757937	103.194
0.761905	101.204
0.765873	99.8201
0.769841	100.671
0.77381	99.7059
0.777778	98.728
0.781746	97.8583
0.785714	96.9978
0.789683	97.5709
0.793651	96.2168
0.797619	95.7571
0.801587	97.8512
0.805556	96.3761
0.809524	98.852
0.813492	99.9431
0.81746	100.381
0.821429	101.385
0.825397	101.699
0.829365	100.308
0.833333	101.592
0.837302	101.293
0.84127	97.6415
0.845238	97.0158
0.849206	94.1788
0.853175	96.3637
0.857143	97.1664
0.861111	98.8838
0.865079	100.789
0.869048	103.54
0.873016	102.842
0.876984	101.789
0.880952	101.001
0.884921	104.507
0.888889	105.082
0.892857	104.651
0.896825	102.691
0.900794	103.713
0.904762	102.288
0.90873	103.842
0.912698	103.585
0.916667	104.786
0.920635	102.984
0.924603	101.271
0.928571	103.203
0.93254	102.242
0.936508	102.191
0.940476	100.784
0.944444	103.4
0.948413	101.81
0.952381	100.232
0.956349	99.9074
0.960317	101.266
0.964286	102.031
0.968254	101.918
0.972222	100.253
0.97619	99.2401
0.980159	99.5446
0.984127	99.7598
0.988095	99.2082
0.992063	97.6894
0.996032	97.3532
1	97.7669
